No,주소(address),경도,위도,상태
1,서울특별시 강서구 가로공원로 화곡1동 나누리병원 16-199,126.835263029238,37.5371451049397,인근좌표
2,서울특별시 강서구 가로공원로 화곡1동 나누리병원 16-200,126.835263029238,37.5371451049397,인근좌표
3,서울특별시 강서구 강서로 화곡1동 까치산역 16-192,126.846808260658,37.5490927852777,인근좌표
4,서울특별시 강서구 강서로 화곡1동 까치산역 16-192,126.846808260658,37.5490927852777,인근좌표
5,서울특별시 강서구 강서로 화곡1동 화곡역.현대주유소 16-205,126.846808260658,37.5490927852777,인근좌표
6,서울특별시 강서구 강서로 화곡3동 화곡중고등학교16-211,126.846808260658,37.5490927852777,인근좌표
7,서울특별시 강서구 강서로 우장산동 화곡중고등학교16-212,126.84770067952,37.5295575267649,인근좌표
8,서울특별시 강서구 강서로 우장산동 우장산역 1번출구16-213,126.847721711424,37.5294167624047,인근좌표
9,서울특별시 강서구 강서로 발산1동 명덕고등학교16-216,126.845151486639,37.5576618335106,인근좌표
10,서울특별시 강서구 강서로 발산1동 발산역힐스테이트16-218,126.845151486639,37.5576618335106,인근좌표
11,서울특별시 강서구 강서로 발산1동 발산역힐스테이트16-218,126.845151486639,37.5576618335106,인근좌표
12,서울특별시 강서구 강서로 가양1동 호서전문학교16-221,126.849364944004,37.5640626567614,인근좌표
13,서울특별시 강서구 강서로 등촌3동 호서전문학교16-222,126.849571913828,37.5632276802215,인근좌표
14,서울특별시 강서구 강서로 등촌3동 KT가양지사16-223,126.849571913828,37.5632276802215,인근좌표
15,서울특별시 강서구 강서로 가양1동 KT가양지사16-224,126.836753705471,37.5709835103082,인근좌표
16,서울특별시 강서구 강서로 우장산동 명덕고등학교16-916,126.84770067952,37.5295575267649,인근좌표
17,서울특별시 강서구 강서로 발산1동 우장산역 4번출구16-974,126.847721711424,37.5294167624047,인근좌표
18,서울특별시 강서구 개화로 방화2동 방화중학교16-163,126.822980670933,37.5847445694537,인근좌표
19,서울특별시 강서구 개화로 방화2동 방화중학교16-163,126.822980670933,37.5847445694537,인근좌표
20,서울특별시 강서구 개화로 방화2동 방화중학교16-164,126.797845194307,37.5990853226421,인근좌표
21,서울특별시 강서구 개화로 방화2동 방화중학교16-164,126.797845194307,37.5990853226421,인근좌표
22,서울특별시 강서구 개화로 방화2동 개화파출소앞16-167,126.822980670933,37.5847445694537,인근좌표
23,서울특별시 강서구 개화로 방화2동 개화검문소앞16-169,126.822980670933,37.5847445694537,인근좌표
24,서울특별시 강서구 개화로 방화2동 개화역16-170,126.822980670933,37.5847445694537,인근좌표
25,서울특별시 강서구 개화로 방화2동 개화역16-170,126.822980670933,37.5847445694537,인근좌표
26,서울특별시 강서구 개화로 방화2동 개화역입구,126.813448548895,37.5773197752787,인근좌표
27,서울특별시 강서구 공항대로 등촌2동 등촌중학교16-104,126.849571913828,37.5632276802215,인근좌표
28,서울특별시 강서구 공항대로 화곡6동 하이웨이주유소16-106,126.807951297269,37.561398709146,정좌표
29,서울특별시 강서구 공항대로 화곡6동 하이웨이주유소16-106,126.807951297269,37.561398709146,정좌표
30,서울특별시 강서구 공항대로 등촌3동 한국가스공사16-109,126.849571913828,37.5632276802215,인근좌표
31,서울특별시 강서구 공항대로 등촌3동 한국가스공사16-109,126.849571913828,37.5632276802215,인근좌표
32,서울특별시 강서구 공항대로 우장산동 발산역16-112,126.808999950118,37.5612561303595,인근좌표
33,서울특별시 강서구 공항대로 우장산동 발산역16-112,126.808999950118,37.5612561303595,인근좌표
34,서울특별시 강서구 공항대로 공항동 송정역16-116,126.808999950118,37.5612561303595,인근좌표
35,서울특별시 강서구 공항대로 공항동 송정역16-116,126.808999950118,37.5612561303595,인근좌표
36,서울특별시 강서구 공항대로 가양1동 발산역9번출구,126.807951297269,37.561398709146,인근좌표
37,서울특별시 강서구 공항대로 공항동 송정역1번출구,126.807951297269,37.561398709146,인근좌표
38,서울특별시 강서구 공항대로 공항동 송정역1번출구,126.807951297269,37.561398709146,인근좌표
39,서울특별시 강서구 공항대로 염창동 서울특별시 강서구보건소 앞,126.860326377443,37.5526832608479,인근좌표
40,서울특별시 강서구 공항대로 염창동 서울특별시 강서구보건소 앞,126.860326377443,37.5526832608479,인근좌표
41,서울특별시 강서구 공항대로 염창동 도레미빌딩앞,126.860326377443,37.5526832608479,인근좌표
42,서울특별시 강서구 공항대로 등촌1동 등촌삼거리,126.807951297269,37.561398709146,인근좌표
43,서울특별시 강서구 공항대로 등촌1동 등촌삼거리,126.807951297269,37.561398709146,인근좌표
44,서울특별시 강서구 공항대로 공항동 송정역 4번출구앞,126.807951297269,37.561398709146,인근좌표
45,서울특별시 강서구 공항대로 공항동 송정역 4번출구앞,126.807951297269,37.561398709146,인근좌표
46,서울특별시 강서구 공항대로 공항동 송정초등학교 앞,126.860326377443,37.5526832608479,인근좌표
47,서울특별시 강서구 공항대로 공항동 송정초등학교 앞,126.860326377443,37.5526832608479,인근좌표
48,서울특별시 강서구 공항대로 등촌1동 정보화진흥공단,126.807951297269,37.561398709146,인근좌표
49,서울특별시 강서구 공항대로 등촌1동 하이웨이주유소건너,126.807951297269,37.561398709146,인근좌표
50,서울특별시 강서구 공항대로 등촌1동 하이웨이주유소건너,126.807951297269,37.561398709146,인근좌표
51,서울특별시 강서구 공항대로 염창동 서울특별시 강서구평생학습관 앞,126.860326377443,37.5526832608479,인근좌표
52,서울특별시 강서구 공항대로 염창동 서울특별시 강서구평생학습관 앞,126.860326377443,37.5526832608479,인근좌표
53,서울특별시 강서구 공항대로45길 등촌1동 골프장16-558,126.854107101108,37.5558162070179,인근좌표
54,서울특별시 강서구 공항대로 공항동 송정역(중앙차로),126.860326377443,37.5526832608479,인근좌표
55,서울특별시 강서구 공항대로 공항동 송정역(중앙차로),126.860326377443,37.5526832608479,인근좌표
56,서울특별시 강서구 금낭화로 방화1동 국민은행방화동지점,126.811556221334,37.5654634675924,정좌표
57,서울특별시 강서구 금낭화로 방화1동 국민은행방화동지점,126.811556221334,37.5654634675924,정좌표
58,서울특별시 강서구 금낭화로 방화3동 국립국어원16-133,126.822980670933,37.5847445694537,인근좌표
59,서울특별시 강서구 금낭화로 방화3동 국립국어원16-133,126.822980670933,37.5847445694537,인근좌표
60,서울특별시 강서구 등촌로 등촌2동 영일고등학교16-173,126.849571913828,37.5632276802215,인근좌표
61,서울특별시 강서구 등촌로 등촌2동 대일고등학교16-176,126.849571913828,37.5632276802215,인근좌표
62,서울특별시 강서구 등촌로 등촌2동 대일고등학교16-176,126.849571913828,37.5632276802215,인근좌표
63,서울특별시 강서구 등촌로 화곡4동 목동사거리16-179,126.863537933672,37.5302872335017,인근좌표
64,서울특별시 강서구 등촌로 화곡4동 목동사거리16-179,126.863537933672,37.5302872335017,인근좌표
65,서울특별시 강서구 방화대로 방화1동 세민정보고등학교16-306,126.822980670933,37.5847445694537,인근좌표
66,서울특별시 강서구 방화대로 방화1동 세민정보고등학교16-306,126.822980670933,37.5847445694537,인근좌표
67,서울특별시 강서구 방화대로 방화1동 신방화역 3번출구,126.817137425556,37.5407709018467,인근좌표
68,서울특별시 강서구 방화대로 방화1동 신방화역 3번출구,126.817137425556,37.5407709018467,인근좌표
69,서울특별시 강서구 방화동로 공항동 공항시장16-119,126.809403914841,37.5625711158053,인근좌표
70,서울특별시 강서구 방화동로 공항동 국민은행공항동16-120,126.809403914841,37.5625711158053,인근좌표
71,서울특별시 강서구 방화동로 공항동 국민은행공항동16-120,126.809403914841,37.5625711158053,인근좌표
72,"서울특별시 강서구 양천로 염창동 염창동아3차,나이아가라호텔16-245",126.867566895144,37.5597557258638,인근좌표
73,서울특별시 강서구 양천로 염창동 염창동새마을금고16-248,126.867806557819,37.5565192908288,인근좌표
74,"서울특별시 강서구 양천로 염창동 블루나인비지니스센터,이마트16-253",126.867806557819,37.5565192908288,인근좌표
75,"서울특별시 강서구 양천로 염창동 블루나인비지니스센터,이마트16-254",126.867806557819,37.5565192908288,인근좌표
76,"서울특별시 강서구 양천로 염창동 블루나인비지니스센터,이마트16-254",126.867806557819,37.5565192908288,인근좌표
77,서울특별시 강서구 양천로 등촌3동 등촌동대림아파트16-265,126.849571913828,37.5632276802215,인근좌표
78,서울특별시 강서구 양천로 가양1동 가양동CJ주식회사16-267,126.849364944004,37.5640626567614,인근좌표
79,서울특별시 강서구 양천로 가양1동 겸재정선기념관16-272,126.849364944004,37.5640626567614,인근좌표
80,서울특별시 강서구 양천로 가양1동 서남환경공원마곡 16-278,126.849364944004,37.5640626567614,인근좌표
81,서울특별시 강서구 양천로 방화2동 개화산역16-287,126.822980670933,37.5847445694537,인근좌표
82,서울특별시 강서구 양천로 방화2동 개화산역16-287,126.822980670933,37.5847445694537,인근좌표
83,서울특별시 강서구 양천로 가양1동 양천향교역16-309,126.849364944004,37.5640626567614,인근좌표
84,서울특별시 강서구 양천로 가양3동 증미역2번출구,126.85687619308,37.5637468079089,인근좌표
85,서울특별시 강서구 양천로 가양3동 가양역5번출구,126.804518326474,37.5727523548513,인근좌표
86,서울특별시 강서구 양천로 가양3동 가양역5번출구,126.804518326474,37.5727523548513,인근좌표
87,서울특별시 강서구 양천로 가양1동 양천향교역 1번출구,126.857412065878,37.5646576065718,인근좌표
88,서울특별시 강서구 양천로 가양1동 양천향교역 1번출구,126.857412065878,37.5646576065718,인근좌표
89,서울특별시 강서구 양천로 염창동 염창동주유소앞,126.846111758413,37.5652329632853,인근좌표
90,서울특별시 강서구 양천로 가양1동 양천초등학교16-270,126.849364944004,37.5640626567614,인근좌표
91,서울특별시 강서구 양천로59길 가양3동 서울특별시 강서구구청가양동별관,126.859565469524,37.5602117771297,인근좌표
92,서울특별시 강서구 양천로59길 가양3동 서울특별시 강서구구청가양동별관,126.859565469524,37.5602117771297,인근좌표
93,서울특별시 강서구 양천로59길 가양3동 서울특별시 강서구구청가양별관16-241,126.859565469524,37.5602117771297,인근좌표
94,서울특별시 강서구 허준로 가양1동 가양한강타운아파트16-227,126.849364944004,37.5640626567614,인근좌표
95,서울특별시 강서구 허준로 가양1동 가양한강타운아파트16-227,126.849364944004,37.5640626567614,인근좌표
96,서울특별시 강서구 허준로 가양2동 가양동천주교회26-232,126.850226073008,37.5682976911221,인근좌표
97,서울특별시 강서구 허준로 가양2동 공진중학교16-233,126.849364944004,37.5640626567614,인근좌표
98,서울특별시 강서구 허준로 가양2동 가양도시개발4단지아파트16-235,126.85687619308,37.5637468079089,인근좌표
99,서울특별시 강서구 허준로 가양2동 대림경동아파트16-235,126.844209381121,37.5718460869307,인근좌표
100,서울특별시 강서구 허준로 가양2동 가양5단지아파트16-237,126.85687619308,37.5637468079089,인근좌표
101,서울특별시 강서구 허준로 가양1동 가양한강타운아파트16-228,126.849364944004,37.5640626567614,인근좌표
102,서울특별시 강서구 허준로 가양1동 가양한강타운아파트16-228,126.849364944004,37.5640626567614,인근좌표
103,서울특별시 강서구 화곡로 등촌3동 마포고등학교16-136,126.849571913828,37.5632276802215,인근좌표
104,서울특별시 강서구 화곡로 등촌3동 마포고등학교16-136,126.849571913828,37.5632276802215,인근좌표
105,서울특별시 강서구 화곡로 등촌1동 경복여상 앞16-137,126.849571913828,37.5632276802215,인근좌표
106,서울특별시 강서구 화곡로 등촌1동 경복여상 앞16-137,126.849571913828,37.5632276802215,인근좌표
107,서울특별시 강서구 화곡로 등촌3동 경복여고16-138,126.849571913828,37.5632276802215,인근좌표
108,서울특별시 강서구 화곡로 등촌3동 경복여고16-138,126.849571913828,37.5632276802215,인근좌표
109,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청16-139,126.833870514489,37.5402784449536,인근좌표
110,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청16-139,126.833870514489,37.5402784449536,인근좌표
111,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청16-140,126.846808260658,37.5490927852777,인근좌표
112,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청16-140,126.846808260658,37.5490927852777,인근좌표
113,서울특별시 강서구 화곡로 화곡6동 우장초등학교16-141,126.846808260658,37.5490927852777,인근좌표
114,서울특별시 강서구 화곡로 화곡6동 우장초등학교16-141,126.846808260658,37.5490927852777,인근좌표
115,서울특별시 강서구 화곡로 화곡6동 우장초등학교16-142,126.846808260658,37.5490927852777,인근좌표
116,서울특별시 강서구 화곡로 화곡본동 폴리텍대학16-144,126.833870514489,37.5402784449536,인근좌표
117,서울특별시 강서구 화곡로 화곡본동 폴리텍대학16-144,126.833870514489,37.5402784449536,인근좌표
118,서울특별시 강서구 화곡로 우장산동 화곡시장16-145,126.846808260658,37.5490927852777,인근좌표
119,서울특별시 강서구 화곡로 우장산동 화곡시장16-145,126.846808260658,37.5490927852777,인근좌표
120,서울특별시 강서구 화곡로 화곡본동 화곡시장16-146,126.833870514489,37.5402784449536,인근좌표
